season_year,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,QBR
2006,CLE,23,QB,5,3,0-3-0,66,117,56.4,793,5,4.3,8,6.8,37,66.0,6.8,4.6,12.0,158.6,63.1,8.0,66.0,6.4,5.82,3.74,1.0,1.0,42.2
2006,TAM,29,QB,4,2,1/1/2000,61,101,60.4,748,4,4.0,2,2.0,25,64.0,7.4,7.3,12.3,187.0,88.2,4.0,18.0,3.8,6.95,6.86,,,65.2
2006,CAR,34,QB,3,3,1/2/2000,56,96,58.3,625,2,2.1,4,4.2,26,38.0,6.5,5.1,11.2,208.3,67.4,10.0,55.0,9.4,5.38,4.06,,,22.5
2006,TAM,26,QB,3,3,0-3-0,58,106,54.7,585,1,0.9,7,6.6,28,55.0,5.5,2.7,10.1,195.0,46.3,4.0,32.0,3.6,5.03,2.35,,,34.1
2006,BAL,25,QB,5,0,,33,55,60.0,485,5,9.1,2,3.6,20,77.0,8.8,9.0,14.7,97.0,104.0,3.0,16.0,5.2,8.09,8.26,,,72.4
2006,MIN,23,QB,4,2,0-2-0,47,81,58.0,475,2,2.5,4,4.9,19,50.0,5.9,4.1,10.1,118.8,62.5,8.0,37.0,9.0,4.92,3.35,,,11.5
2006,PHI,29,QB,2,0,,26,38,68.4,342,3,7.9,0,0.0,15,89.0,9.0,10.6,13.2,171.0,122.9,1.0,10.0,2.6,8.51,10.05,0.0,1.0,81.4
2006,HOU,28,QB,4,0,,27,39,69.2,265,3,7.7,1,2.6,15,28.0,6.8,7.2,9.8,66.3,103.0,1.0,5.0,2.5,6.5,6.88,,,66.6
2006,ATL,25,QB,16,0,,18,27,66.7,208,1,3.7,2,7.4,9,47.0,7.7,5.1,11.6,13.0,71.2,2.0,8.0,6.9,6.9,4.48,,,71.0
2006,MIN,27,QB,2,0,,13,18,72.2,146,0,0.0,1,5.6,7,50.0,8.1,5.6,11.2,73.0,72.9,6.0,42.0,25.0,4.33,2.46,,,30.9
2006,OAK,27,QB,2,0,,6,13,46.2,68,1,7.7,2,15.4,4,29.0,5.2,-0.2,11.3,34.0,48.4,0.0,0.0,0.0,5.23,-0.15,,,84.2
2006,GNB,23,QB,2,0,,6,15,40.0,46,0,0.0,0,0.0,2,16.0,3.1,3.1,7.7,23.0,48.2,3.0,18.0,16.7,1.56,1.56,,,7.9
2006,NWE,24,QB,6,0,,5,8,62.5,32,0,0.0,0,0.0,3,10.0,4.0,4.0,6.4,5.3,70.8,3.0,15.0,27.3,1.55,1.55,,,8.5
2006,KAN,23,QB,2,0,,3,7,42.9,23,0,0.0,2,28.6,2,11.0,3.3,-9.6,7.7,11.5,11.9,1.0,10.0,12.5,1.63,-9.63,,,0.7
2006,NYJ,23,QB,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,4.0,27.0,80.0,-5.4,-5.4,,,0.9
2006,CLE,25,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,1.0,7.0,50.0,-3.5,-3.5,,,0.1
2006,NYJ,27,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,,,1.7
2007,NOR,28,QB,16,16,36716,440,652,67.5,4423,28,4.3,18,2.8,233,58.0,6.8,6.4,10.1,276.4,89.4,64.6,16.0,109.0,2.4,6.46,6.08,1.0,1.0
2007,CIN,28,QB,16,16,36716,373,575,64.9,4131,26,4.5,20,3.5,213,70.0,7.2,6.5,11.1,258.2,86.7,62.5,17.0,119.0,2.9,6.78,6.14,2.0,2.0
2007,DEN,24,QB,16,16,36716,297,467,63.6,3497,20,4.3,14,3.0,174,68.0,7.5,7.0,11.8,218.6,88.1,64.3,27.0,153.0,5.5,6.77,6.3,2.0,3.0
2007,NYG,26,QB,16,16,36805,297,529,56.1,3336,23,4.3,20,3.8,167,60.0,6.3,5.5,11.2,208.5,73.9,52.0,27.0,217.0,4.9,5.61,4.82,3.0,3.0
2007,SDG,26,QB,16,16,36835,277,460,60.2,3152,21,4.6,15,3.3,157,49.0,6.9,6.3,11.4,197.0,82.4,54.5,22.0,163.0,4.6,6.2,5.67,1.0,1.0
2007,WAS,26,QB,13,13,36684,250,417,60.0,2700,12,2.9,11,2.6,148,54.0,6.5,5.9,10.8,207.7,77.6,59.8,21.0,110.0,4.8,5.91,5.33,1.0,2.0
2007,TEN,24,QB,15,15,36775,238,382,62.3,2546,9,2.4,17,4.5,143,73.0,6.7,5.1,10.7,169.7,71.1,46.9,25.0,157.0,6.1,5.87,4.43,,
2007,JAX,29,QB,12,12,36772,208,325,64.0,2509,18,5.5,3,0.9,127,59.0,7.7,8.4,12.1,209.1,102.2,80.9,21.0,99.0,6.1,6.97,7.62,1.0,2.0
2007,STL,30,QB,12,12,36566,221,378,58.5,2392,11,2.9,15,4.0,130,40.0,6.3,5.1,10.8,199.3,70.3,42.4,37.0,269.0,8.9,5.12,4.02,,
2007,HOU,26,QB,11,11,36623,192,289,66.4,2241,9,3.1,9,3.1,97,77.0,7.8,7.0,11.7,203.7,87.2,62.6,16.0,126.0,5.2,6.93,6.2,1.0,1.0
2007,ATL,29,QB,12,10,36592,215,348,61.8,2215,7,2.0,8,2.3,101,69.0,6.4,5.7,10.3,184.6,77.2,43.3,32.0,192.0,8.4,5.32,4.74,0.0,1.0
2007,MIN,24,QB,12,12,36742,171,294,58.2,1911,9,3.1,12,4.1,95,71.0,6.5,5.3,11.2,159.3,70.8,50.6,19.0,70.0,6.1,5.88,4.73,1.0,2.0
2007,NYJ,31,qb,9,8,36532,179,260,68.8,1765,10,3.8,9,3.5,89,57.0,6.8,6.0,9.9,196.1,86.1,45.4,26.0,178.0,9.1,5.55,4.83,,
2007,BAL,26,QB,12,8,36562,168,275,61.1,1743,9,3.3,10,3.6,89,53.0,6.3,5.4,10.4,145.3,75.2,47.4,24.0,159.0,8.0,5.3,4.39,0.0,1.0
2007,HOU,29,qb,9,5,36617,154,240,64.2,1684,15,6.3,12,5.0,93,53.0,7.0,6.0,10.9,187.1,84.8,75.6,6.0,48.0,2.4,6.65,5.67,,
2007,BUF,24,QB,10,9,36650,151,269,56.1,1630,7,2.6,8,3.0,82,70.0,6.1,5.2,10.8,163.0,70.4,36.3,12.0,105.0,4.3,5.43,4.64,1.0,2.0
2007,NYJ,24,QB,10,8,36590,130,250,52.0,1529,5,2.0,10,4.0,82,56.0,6.1,4.7,11.8,152.9,60.9,31.5,27.0,138.0,9.7,5.02,3.76,1.0,2.0
2007,CHI,27,QB,8,7,36561,122,225,54.2,1411,4,1.8,7,3.1,67,59.0,6.3,5.2,11.6,176.4,66.4,27.8,25.0,198.0,10.0,4.85,3.91,2.0,2.0
2007,KAN,24,qb,9,6,0-6-0,127,224,56.7,1227,6,2.7,6,2.7,58,35.0,5.5,4.8,9.7,136.3,69.9,35.2,17.0,101.0,7.1,4.67,4.05,,
2007,BUF,26,qb,8,7,36561,111,175,63.4,1204,4,2.3,6,3.4,57,85.0,6.9,5.8,10.8,150.5,76.9,33.1,14.0,103.0,7.4,5.83,4.82,2.0,3.0
2007,OAK,28,QB,9,9,36563,111,190,58.4,1151,10,5.3,11,5.8,56,46.0,6.1,4.5,10.4,127.9,69.4,29.7,14.0,92.0,6.9,5.19,3.75,,
2007,ATL,30,,7,4,36528,89,149,59.7,1079,10,6.7,5,3.4,48,74.0,7.2,7.1,12.1,154.1,90.4,46.2,9.0,51.0,5.7,6.51,6.35,1.0,1.0
2007,TAM,26,,5,3,36527,94,139,67.6,1009,5,3.6,3,2.2,44,60.0,7.3,7.0,10.7,201.8,91.7,50.7,15.0,104.0,9.7,5.88,5.65,1.0,1.0
2007,SFO,23,QB,7,7,36561,94,193,48.7,914,2,1.0,4,2.1,48,45.0,4.7,4.0,9.7,130.6,57.2,18.2,17.0,121.0,8.1,3.78,3.11,2.0,2.0
2007,PHI,30,,3,2,0-2-0,59,103,57.3,681,5,4.9,8,7.8,34,47.0,6.6,4.1,11.5,227.0,61.2,52.9,3.0,10.0,2.8,6.33,3.88,,
2007,ARI,24,qb,5,5,36587,60,112,53.6,647,2,1.8,4,3.6,33,40.0,5.8,4.5,10.8,129.4,61.9,34.6,4.0,23.0,3.4,5.38,4.17,1.0,1.0
2007,CAR,28,,6,4,36528,73,136,53.7,635,3,2.2,5,3.7,32,38.0,4.7,3.5,8.7,105.8,58.3,20.0,13.0,74.0,8.7,3.77,2.66,1.0,1.0
2007,MIA,26,,5,4,0-4-0,60,107,56.1,559,1,0.9,3,2.8,23,22.0,5.2,4.1,9.3,111.8,62.0,13.3,10.0,69.0,8.5,4.19,3.21,,
2007,CHI,25,,3,3,36557,43,80,53.8,478,3,3.8,2,2.5,20,55.0,6.0,5.6,11.1,159.3,73.9,28.2,2.0,12.0,2.4,5.68,5.32,,
2007,BAL,23,,4,2,36526,40,76,52.6,452,2,2.6,0,0.0,24,79.0,5.9,6.5,11.3,113.0,79.5,56.1,4.0,29.0,5.0,5.29,5.79,,
2007,MIN,28,,5,1,0-1-0,33,50,66.0,391,1,2.0,1,2.0,18,50.0,7.8,7.3,11.8,78.2,88.0,41.5,7.0,36.0,12.3,6.23,5.79,1.0,1.0
2007,OAK,22,,4,1,0-1-0,36,66,54.5,373,2,3.0,4,6.1,17,32.0,5.7,3.5,10.4,93.3,55.9,19.8,6.0,40.0,8.3,4.63,2.68,,
2007,ATL,27,,3,2,0-2-0,32,58,55.2,279,1,1.7,2,3.4,13,23.0,4.8,3.6,8.7,93.0,59.5,6.6,6.0,37.0,9.4,3.78,2.69,,
2007,DEN,28,,2,0,,29,48,60.4,262,1,2.1,1,2.1,12,21.0,5.5,4.9,9.0,131.0,73.4,59.9,3.0,13.0,5.9,4.88,4.39,,
2007,GNB,24,,2,0,,20,28,71.4,218,1,3.6,0,0.0,9,43.0,7.8,8.5,10.9,109.0,106.0,78.8,3.0,24.0,9.7,6.26,6.9,,
2007,SEA,27,,10,0,,19,28,67.9,215,2,7.1,1,3.6,7,45.0,7.7,7.5,11.3,21.5,99.6,19.5,3.0,13.0,9.7,6.52,6.35,,
2007,ARI,30,,4,0,,15,27,55.6,164,3,11.1,3,11.1,9,42.0,6.1,3.3,10.9,41.0,71.1,65.8,0.0,0.0,0.0,6.07,3.3,,
2007,DET,28,,4,0,,13,26,50.0,148,1,3.8,2,7.7,7,42.0,5.7,3.0,11.4,37.0,48.2,4.2,3.0,18.0,10.3,4.48,2.07,,
2007,IND,27,,4,0,,18,36,50.0,132,1,2.8,0,0.0,7,12.0,3.7,4.2,7.3,33.0,68.3,19.3,2.0,15.0,5.3,3.08,3.61,,
2007,TAM,24,,4,0,,13,24,54.2,130,0,0.0,1,4.2,5,20.0,5.4,3.5,10.0,32.5,52.4,37.3,2.0,14.0,7.7,4.46,2.73,,
2007,SFO,35,,2,1,0-1-0,13,22,59.1,104,1,4.5,0,0.0,5,21.0,4.7,5.6,8.0,52.0,86.2,2.7,5.0,31.0,18.5,2.7,3.44,,
2007,CLE,23,,1,0,,3,8,37.5,45,0,0.0,0,0.0,3,18.0,5.6,5.6,15.0,45.0,56.8,59.0,0.0,0.0,0.0,5.63,5.63,,
2007,KAN,23,,1,0,,2,6,33.3,41,0,0.0,1,16.7,2,22.0,6.8,-0.7,20.5,41.0,18.7,0.4,1.0,9.0,14.3,4.57,-1.86,,
2007,NWE,25,,6,0,,4,7,57.1,38,0,0.0,1,14.3,2,21.0,5.4,-1.0,9.5,6.3,32.7,99.1,0.0,0.0,0.0,5.43,-1.0,,
2007,OAK,25,,1,0,,5,8,62.5,38,0,0.0,0,0.0,2,19.0,4.8,4.8,7.6,38.0,74.0,80.7,0.0,0.0,0.0,4.75,4.75,,
2007,CLE,26,,1,1,0-1-0,4,10,40.0,34,0,0.0,1,10.0,2,15.0,3.4,-1.1,8.5,34.0,10.0,0.5,5.0,31.0,33.3,0.2,-2.8,,
2007,NYJ,24,WR,16,9,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,,
2008,NOR,29,QB,16,16,8/8/2000,413,635,65.0,5069,34,5.4,17,2.7,233,84.0,8.0,7.8,12.3,316.8,96.2,13.0,92.0,2.0,7.68,7.55,2.0,2.0,65.7
2008,DEN,25,QB,16,16,8/8/2000,384,616,62.3,4526,25,4.1,18,2.9,223,93.0,7.3,6.8,11.8,282.9,86.0,11.0,69.0,1.8,7.11,6.61,3.0,4.0,61.9
2008,GNB,25,QB,16,16,6/10/2000,341,536,63.6,4038,28,5.2,13,2.4,184,71.0,7.5,7.5,11.8,252.4,93.8,34.0,231.0,6.0,6.68,6.64,1.0,2.0,62.9
2008,SDG,27,QB,16,16,8/8/2000,312,478,65.3,4009,34,7.1,11,2.3,191,67.0,8.4,8.8,12.8,250.6,105.5,25.0,151.0,5.0,7.67,8.04,3.0,4.0,63.2
2008,NWE,26,QB,16,15,10/5/2000,327,516,63.4,3693,21,4.1,11,2.1,181,76.0,7.2,7.0,11.3,230.8,89.4,47.0,219.0,8.3,6.17,6.04,2.0,2.0,63.4
2008,MIA,32,QB,16,16,11/5/2000,321,476,67.4,3653,19,4.0,7,1.5,180,80.0,7.7,7.8,11.4,228.3,97.4,24.0,121.0,4.8,7.06,7.19,1.0,2.0,65.7
2008,JAX,30,QB,16,16,5/11/2000,335,535,62.6,3620,15,2.8,13,2.4,181,41.0,6.8,6.2,10.8,226.3,81.7,42.0,288.0,7.3,5.77,5.28,3.0,3.0,58.7
2008,ATL,23,QB,16,16,11/5/2000,265,434,61.1,3440,16,3.7,11,2.5,156,70.0,7.9,7.5,13.0,215.0,87.7,17.0,104.0,3.8,7.4,7.01,2.0,4.0,68.8
2008,PIT,26,QB,16,16,12/4/2000,281,469,59.9,3301,17,3.6,15,3.2,162,65.0,7.0,6.3,11.7,206.3,80.1,46.0,284.0,8.9,5.86,5.21,4.0,4.0,47.1
2008,WAS,27,QB,16,16,8/8/2000,315,506,62.3,3245,13,2.6,6,1.2,161,67.0,6.4,6.4,10.3,202.8,84.3,38.0,266.0,7.0,5.48,5.46,1.0,3.0,58.5
2008,NYG,27,QB,16,16,12/4/2000,289,479,60.3,3238,21,4.4,10,2.1,168,48.0,6.8,6.7,11.2,202.4,86.4,27.0,174.0,5.3,6.06,6.0,3.0,3.0,66.9
2008,HOU,27,QB,11,11,6/5/2000,251,380,66.1,3043,15,3.9,10,2.6,146,65.0,8.0,7.6,12.1,276.6,92.7,23.0,149.0,5.7,7.18,6.81,2.0,2.0,67.3
2008,CHI,26,QB,15,15,9/6/2000,272,465,58.5,2972,18,3.9,12,2.6,143,65.0,6.4,6.0,10.9,198.1,79.6,27.0,160.0,5.5,5.72,5.35,2.0,2.0,48.2
2008,BAL,23,QB,16,16,11/5/2000,257,428,60.0,2971,14,3.3,12,2.8,143,70.0,6.9,6.3,11.6,185.7,80.3,32.0,276.0,7.0,5.86,5.29,1.0,1.0,47.1
2008,STL,31,QB,15,15,2/13/2000,251,440,57.0,2720,11,2.5,13,3.0,119,80.0,6.2,5.4,10.8,181.3,71.4,38.0,263.0,7.9,5.14,4.38,1.0,1.0,36.1
2008,BUF,25,QB,14,14,7/7/2000,245,374,65.5,2699,11,2.9,10,2.7,134,65.0,7.2,6.6,11.0,192.8,85.4,23.0,143.0,5.8,6.44,5.86,3.0,3.0,43.1
2008,KAN,24,QB,14,11,1/10/2000,230,420,54.8,2608,18,4.3,12,2.9,127,75.0,6.2,5.8,11.3,186.3,76.0,26.0,162.0,5.8,5.48,5.08,0.0,1.0,50.7
2008,OAK,23,QB,15,15,5/10/2000,198,368,53.8,2423,13,3.5,8,2.2,110,84.0,6.6,6.3,12.2,161.5,77.1,31.0,210.0,7.8,5.55,5.3,1.0,2.0,29.2
2008,CIN,26,QB,13,12,4/7/2001,221,372,59.4,1905,8,2.2,9,2.4,99,79.0,5.1,4.5,8.6,146.5,70.0,38.0,193.0,9.3,4.18,3.58,,,52.5
2008,SFO,29,QB,9,8,2/6/2000,128,220,58.2,1678,8,3.6,11,5.0,76,63.0,7.6,6.1,13.1,186.4,73.6,32.0,197.0,12.7,5.88,4.55,1.0,1.0,27.4
2008,DET,25,QB,10,7,0-7-0,143,255,56.1,1616,8,3.1,8,3.1,74,96.0,6.3,5.6,11.3,161.6,72.6,14.0,95.0,5.2,5.65,4.91,,,42.0
2008,CLE,25,QB,10,9,3/6/2000,142,283,50.2,1615,9,3.2,8,2.8,83,70.0,5.7,5.1,11.4,161.5,66.5,14.0,87.0,4.7,5.14,4.54,1.0,2.0,44.4
2008,SEA,28,QB,10,8,3/5/2000,141,242,58.3,1532,11,4.5,3,1.2,71,90.0,6.3,6.7,10.9,153.2,87.0,14.0,76.0,5.5,5.69,6.02,1.0,1.0,61.3
2008,HOU,30,QB,6,5,2/3/2000,116,174,66.7,1431,6,3.4,10,5.7,64,61.0,8.2,6.3,12.3,238.5,79.5,9.0,58.0,4.9,7.5,5.7,,,51.3
2008,MIN,25,QB,9,5,2/3/2000,88,149,59.1,1056,9,6.0,2,1.3,48,59.0,7.1,7.7,12.0,117.3,95.4,14.0,97.0,8.6,5.88,6.44,2.0,2.0,57.8
2008,CIN,29,QB,4,4,0-4-0,75,129,58.1,731,3,2.3,4,3.1,41,36.0,5.7,4.7,9.7,182.8,69.0,11.0,67.0,7.9,4.74,3.89,,,65.0
2008,BUF,27,QB,5,2,0-2-0,63,104,60.6,584,2,1.9,5,4.8,34,87.0,5.6,3.8,9.3,116.8,62.3,15.0,119.0,12.6,3.91,2.35,,,30.9
2008,CLE,24,QB,3,3,1/2/2000,45,89,50.6,518,2,2.2,2,2.2,24,42.0,5.8,5.3,11.5,172.7,66.6,1.0,9.0,1.1,5.66,5.1,1.0,1.0,40.5
2008,CLE,27,QB,4,3,0-3-0,43,91,47.3,370,0,0.0,7,7.7,21,28.0,4.1,0.6,8.6,92.5,26.4,5.0,43.0,5.2,3.41,0.13,,,19.6
2008,PIT,28,QB,5,0,,21,36,58.3,303,2,5.6,0,0.0,17,50.0,8.4,9.5,14.4,60.6,104.3,3.0,22.0,7.7,7.21,8.23,,,97.3
2008,ARI,25,QB,4,0,,15,29,51.7,264,1,3.4,1,3.4,9,78.0,9.1,8.2,17.6,66.0,80.2,2.0,19.0,6.5,7.9,7.1,,,18.2
2008,CHI,28,QB,4,1,0-1-0,32,62,51.6,257,2,3.2,2,3.2,12,29.0,4.1,3.3,8.0,64.3,59.7,2.0,8.0,3.1,3.89,3.11,1.0,1.0,23.6
2008,TEN,25,QB,3,1,1-0-0,22,36,61.1,219,1,2.8,2,5.6,9,54.0,6.1,4.1,10.0,73.0,64.5,3.0,13.0,7.7,5.28,3.49,,,5.3
2008,OAK,26,QB,2,1,0-1-0,22,49,44.9,204,0,0.0,3,6.1,11,28.0,4.2,1.4,9.3,102.0,31.3,5.0,39.0,9.3,3.06,0.56,,,1.7
2008,IND,28,QB,1,0,,22,30,73.3,178,0,0.0,0,0.0,10,33.0,5.9,5.9,8.1,178.0,87.9,0.0,0.0,0.0,5.93,5.93,,,85.9
2008,KAN,25,QB,2,2,0-2-0,20,29,69.0,151,0,0.0,0,0.0,7,22.0,5.2,5.2,7.6,75.5,81.2,1.0,10.0,3.3,4.7,4.7,,,66.5
2008,PHI,24,QB,6,0,,17,34,50.0,144,0,0.0,4,11.8,8,16.0,4.2,-1.1,8.5,24.0,21.8,0.0,0.0,0.0,4.24,-1.06,,,4.7
2008,DET,24,QB,3,0,,9,17,52.9,119,1,5.9,0,0.0,6,41.0,7.0,8.2,13.2,39.7,95.0,6.0,35.0,26.1,3.65,4.52,,,31.0
2008,NYG,29,QB,3,0,,9,12,75.0,115,2,16.7,0,0.0,7,27.0,9.6,12.9,12.8,38.3,144.1,1.0,2.0,7.7,8.69,11.77,,,88.2
2008,SEA,27,QB,2,1,0-1-0,12,23,52.2,83,2,8.7,2,8.7,5,19.0,3.6,1.4,6.9,41.5,53.4,3.0,19.0,11.5,2.46,0.54,,,10.5
2008,BAL,24,QB,6,0,,3,4,75.0,82,1,25.0,0,0.0,3,43.0,20.5,25.5,27.3,13.7,156.2,1.0,1.0,20.0,16.2,20.2,,,68.2
2008,NWE,31,QB,1,1,1-0-0,7,11,63.6,76,0,0.0,0,0.0,3,26.0,6.9,6.9,10.9,76.0,83.9,0.0,0.0,0.0,6.91,6.91,,,59.5
2008,DAL,29,QB,2,0,,10,17,58.8,71,1,5.9,1,5.9,4,24.0,4.2,2.7,7.1,35.5,63.6,3.0,22.0,15.0,2.45,1.2,,,16.2
2008,MIA,23,QB,3,0,,7,12,58.3,67,0,0.0,0,0.0,3,19.0,5.6,5.6,9.6,22.3,74.0,0.0,0.0,0.0,5.58,5.58,,,88.0
2008,NYJ,25,QB,2,0,,3,5,60.0,26,0,0.0,1,20.0,2,11.0,5.2,-3.8,8.7,13.0,34.2,0.0,0.0,0.0,5.2,-3.8,,,2.0
2008,CLE,25,QB,2,1,0-1-0,7,21,33.3,26,0,0.0,3,14.3,1,12.0,1.2,-5.2,3.7,13.0,2.8,4.0,18.0,16.0,0.32,-5.08,,,0.6
2008,DET,28,QB,2,0,,1,2,50.0,20,0,0.0,0,0.0,1,20.0,10.0,10.0,20.0,10.0,85.4,3.0,25.0,60.0,-1.0,-1.0,,,4.9
2008,DEN,29,QB,1,0,,2,3,66.7,19,0,0.0,0,0.0,2,10.0,6.3,6.3,9.5,19.0,84.0,1.0,5.0,25.0,3.5,3.5,,,40.9
2008,NYJ,25,QB,15,1,,1,2,50.0,18,0,0.0,0,0.0,0,18.0,9.0,9.0,18.0,1.2,81.2,0.0,0.0,0.0,9.0,9.0,,,0.3
2008,TEN,28,QB,1,0,,1,2,50.0,7,0,0.0,0,0.0,1,7.0,3.5,3.5,7.0,7.0,58.3,1.0,10.0,33.3,-1.0,-1.0,,,3.9
2008,GNB,23,QB,7,0,,2,5,40.0,6,0,0.0,0,0.0,0,3.0,1.2,1.2,3.0,0.9,47.9,0.0,0.0,0.0,1.2,1.2,,,12.5
2008,OAK,29,QB,2,0,,1,2,50.0,4,0,0.0,0,0.0,0,4.0,2.0,2.0,4.0,2.0,56.2,2.0,16.0,50.0,-3.0,-3.0,,,0.0
2008,TAM,27,QB,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,,,0.5
2009,HOU,28,QB,16,16,9/7/2000,396,583,67.9,4770,29,5.0,15,2.6,231,72.0,8.2,8.0,12.0,298.1,98.6,25.0,149.0,4.1,7.6,7.44,2.0,4.0,72.9
2009,GNB,26,QB,16,16,11/5/2000,350,541,64.7,4434,30,5.5,7,1.3,198,83.0,8.2,8.7,12.7,277.1,103.2,50.0,306.0,8.5,6.98,7.47,2.0,2.0,69.1
2009,NWE,32,QB,16,16,10/6/2000,371,565,65.7,4398,28,5.0,13,2.3,215,81.0,7.8,7.7,11.9,274.9,96.2,16.0,86.0,2.8,7.42,7.38,1.0,1.0,74.1
2009,NOR,30,QB,15,15,13-2-0,363,514,70.6,4388,34,6.6,11,2.1,210,75.0,8.5,8.9,12.1,292.5,109.6,20.0,135.0,3.7,7.96,8.31,2.0,4.0,82.0
2009,PIT,27,QB,15,15,9/6/2000,337,506,66.6,4328,26,5.1,12,2.4,201,60.0,8.6,8.5,12.8,288.5,100.5,50.0,348.0,9.0,7.16,7.12,2.0,3.0,69.0
2009,SDG,28,QB,16,16,13-3-0,317,486,65.2,4254,28,5.8,9,1.9,208,81.0,8.8,9.1,13.4,265.9,104.4,25.0,167.0,4.9,8.0,8.3,2.0,4.0,77.2
2009,NYG,28,QB,16,16,8/8/2000,317,509,62.3,4021,27,5.3,14,2.8,183,74.0,7.9,7.7,12.7,251.3,93.1,30.0,216.0,5.6,7.06,6.89,1.0,2.0,71.7
2009,DEN,27,QB,16,15,8/7/2000,336,541,62.1,3802,21,3.9,12,2.2,175,87.0,7.0,6.8,11.3,237.6,86.8,29.0,159.0,5.1,6.39,6.18,3.0,3.0,56.9
2009,CHI,26,QB,16,16,7/9/2000,336,555,60.5,3666,27,4.9,26,4.7,169,71.0,6.6,5.5,10.9,229.1,76.8,35.0,204.0,5.9,5.87,4.8,2.0,4.0,49.9
2009,WAS,28,QB,16,16,4/12/2000,327,507,64.5,3618,20,3.9,15,3.0,187,84.0,7.1,6.6,11.1,226.1,86.4,43.0,285.0,7.8,6.06,5.56,1.0,1.0,55.2
2009,BAL,24,QB,16,16,9/7/2000,315,499,63.1,3613,21,4.2,12,2.4,184,72.0,7.2,7.0,11.5,225.8,88.9,36.0,218.0,6.7,6.35,6.12,1.0,2.0,58.5
2009,JAX,31,QB,16,16,7/9/2000,314,516,60.9,3597,15,2.9,10,1.9,169,63.0,7.0,6.7,11.5,224.8,83.5,42.0,236.0,7.5,6.02,5.75,3.0,4.0,54.4
2009,CIN,30,QB,16,16,10/6/2000,282,466,60.5,3094,21,4.5,13,2.8,159,73.0,6.6,6.3,11.0,193.4,83.6,26.0,213.0,5.3,5.86,5.52,3.0,5.0,58.6
2009,KAN,27,QB,15,15,4/11/2000,271,493,55.0,2924,16,3.2,16,3.2,129,61.0,5.9,5.1,10.8,194.9,69.9,42.0,243.0,7.9,5.01,4.26,1.0,2.0,29.7
2009,ATL,24,QB,14,14,9/5/2000,263,451,58.3,2916,22,4.9,14,3.1,153,90.0,6.5,6.0,11.1,208.3,80.9,19.0,92.0,4.0,6.01,5.6,1.0,3.0,67.7
2009,MIA,24,QB,14,13,7/6/2000,274,451,60.8,2878,12,2.7,14,3.1,156,67.0,6.4,5.5,10.5,205.6,75.2,26.0,176.0,5.5,5.66,4.85,3.0,3.0,53.1
2009,NYJ,23,QB,15,15,8/7/2000,196,364,53.8,2444,12,3.3,20,5.5,122,65.0,6.7,4.9,12.5,162.9,63.0,26.0,195.0,6.7,5.77,4.07,,,32.8
2009,SFO,25,QB,11,10,5/5/2000,225,372,60.5,2350,18,4.8,12,3.2,100,73.0,6.3,5.8,10.4,213.6,81.5,22.0,134.0,5.6,5.62,5.17,,,41.8
2009,DET,21,QB,10,10,2/8/2000,201,377,53.3,2267,13,3.4,20,5.3,111,75.0,6.0,4.3,11.3,226.7,61.0,24.0,169.0,6.0,5.23,3.64,1.0,1.0,37.1
2009,TEN,26,QB,12,10,8/2/2000,152,259,58.7,1879,10,3.9,7,2.7,91,66.0,7.3,6.8,12.4,156.6,82.8,9.0,36.0,3.4,6.88,6.45,3.0,6.0,69.6
2009,TAM,21,QB,10,9,3/6/2000,158,290,54.5,1855,10,3.4,18,6.2,90,42.0,6.4,4.3,11.7,185.5,59.8,20.0,102.0,6.5,5.65,3.69,2.0,2.0,37.0
2009,STL,32,QB,9,8,1/7/2000,140,247,56.7,1469,5,2.0,6,2.4,77,50.0,5.9,5.3,10.5,163.2,70.7,14.0,85.0,5.4,5.3,4.65,0.0,1.0,30.7
2009,BUF,27,QB,10,8,4/4/2000,127,227,55.9,1422,9,4.0,10,4.4,65,98.0,6.3,5.1,11.2,142.2,69.7,21.0,127.0,8.5,5.22,4.13,1.0,2.0,35.2
2009,CLE,25,QB,10,9,2/7/2000,136,256,53.1,1339,8,3.1,7,2.7,72,59.0,5.2,4.6,9.8,133.9,67.2,19.0,104.0,6.9,4.49,3.93,0.0,1.0,41.7
2009,OAK,24,QB,12,9,2/7/2000,120,246,48.8,1287,3,1.2,11,4.5,58,86.0,5.2,3.5,10.7,107.3,50.0,33.0,207.0,11.8,3.87,2.31,2.0,2.0,20.7
